UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-1983-0003,1983-08-08,1983-08-11,4,severe (godavari),NA,(c)Karimnagar,Andhra Pradesh,NA,NA,NA,NA,27,NA,NA,5700,(i)27 persons died (ii)700 cattle and 5000 other animals persihed,"(i)Wet crop over 33,000 acres and dry crop over 73,000 acres damaged (ii)83 minor and medium irrigation sources completely breached (iv)6000 houses collapsed (v) Loss due to damages of roads in Karimnagar town municipal area estimated to be Rs.100 lakh, while loss to Panchayat Raj estimated to be Rs. 350 lakh (vi)Loss to Electricity Board Rs. 15 Lakh, to Roads and Buildings Rs. 65.84 lakhs and to Irrigation System Rs.111.12 Lakh Total loss estimated about Rs. 20 Crore",IMD,NA
UEI-IMD-FL-1983-0004,1983-08-08,1983-08-11,4,severe (godavari),NA,(d)Khammam,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Bhadracharan and Kothakodam division affected (ii)5770 houses damaged (iii)Crop in 8530 hectare area damaged; loss estimated to be Rs.  70 lakh (iv)Loss to private property estimated to be Rs. 1.2 crore while that of public property to be Rs. 1 crore ,IMD,NA
UEI-IMD-FL-1983-0005,1983-08-08,1983-08-11,4,severe (godavari),NA,(e)Nizamabad,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Crop in one lakh acre either flooded or sandcast. Many agriculture pump sets washed away. Total loss to agriculture estimated as Rs. 10 Crore (ii)Loss to electric installations estimated Rs. 10 lakh (iii)Road communications to about 50 villages cut off. Nizamabad town cut off for 4 days due to breaches in national highways,IMD,NA
UEI-IMD-FL-1983-0006,1983-08-08,1983-08-11,4,severe (godavari),NA,(f)Warangal,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Standing crops in about 2200 acre completely damaged. Estimated loss Rs. 8 lakh (ii)954 houses completely damaged and 600 partially damaged in Eturunagaram taluk (iii)86 irrigation tanks breached in 7 taluks (iv)4 main roads damaged,IMD,NA
UEI-IMD-FL-1983-0007,1983-08-08,1983-08-11,4,severe (godavari),NA,(g)West Godavari,Andhra Pradesh,NA,NA,NA,NA,6,NA,NA,NA,6 persons died,"(i)Godavari water flooded parts of Polavarm town (ii)30,000 hectares of sugar cane and paddy crops affeected",IMD,NA
UEI-IMD-FL-1983-0008,1983-09-21,1983-09-22,2,heavy rains,NA,Prakasam,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)120 minor irrigation tanks breached causing considerable damage to crops (ii)Many roads damaged disrupting road communication surrounding 'Ongole'.,IMD,NA
UEI-IMD-FL-1983-0009,1983-09-22,1983-09-22,1,heavy rains,NA,Guntur,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Crop worth Rs. 57 lakh damaged (ii)Rail communication between Guntur-Guntakal disrupted due to landslide,IMD,NA
UEI-IMD-FL-1983-0010,1983-09-23,1983-09-23,1,heavy rains,NA,(a)Hyderabad (b)Kurnool (c)Mahabubnagar,Andhra Pradesh,NA,NA,NA,NA,12,NA,NA,NA,(a)2 children died in a house collapse in the city (b) 4 persons died in house collapse (c) 6 persons died in house collapse,NA,IMD,NA
UEI-IMD-FL-1983-0011,1983-10-01,1983-10-07,7,severe (godavari),NA,"Adilabad, East Godavari, Karimnagar, Khammam, Krishna, Medak, Nalgonda, Nizamabad. Srikakulam, Vizianagaram, Vishakhapatnam, Warangal, West Godavari",Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)Wet crop in 3,15,000 hectare completely or partially damaged. Loss estimated to be Rs. 160 crore, while dry crop in 36,000 hectares of land fully and in 2,50,000 hectares of land partially damaged.Loss estimated to be Rs. 34 crore (ii)About 7,000 minor irrigation tanks breached, Total damage to major, medium and minor irrigation sources, drainage and flood banks estimated to be Rs.25 crore (iii)Flood water damaged roads of about 2000 km in length and loss estimated Rs.120 crore.",IMD,NA
UEI-IMD-FL-1983-0012,1983-05-08,1983-05-23,16,severe(brahmaputra and its tributaries) ,NA,Cachar and Sibsagar,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)Flood water of Jhanji river breached its embankment and inundated its vast area affecting about 5000 families in Teok. (ii)Standing Ahu crop (summer paddy) in a vast area damaged (iii)Over 500 people shifted to relief camp at Neelam Bazar in Karimganj (iv)The road communication at Teok and Simalguri, disrupted",IMD,NA
UEI-IMD-FL-1983-0013,1983-07-01,1983-07-07,7,"severe(brahmaputra, barak and their tributaries)",NA,"Dibrugarh, Lakhimpur,  Sibsagar and Nowgong districts",Assam,NA,NA,NA,NA,NA,6,NA,NA,6 people drowned in swollen river,(i)Flood water eroded extensive area  in Silighat rendering 150 people homeless (ii)Number of persons marooned in Lakhimpur dist due to flood in Dikrong river (iii)Flood water of Brahmaputra inundated over 30 villages in Dibrugarh (iv)About 2000 people affected in Jorhat due to flooding of the Disang and Dikhow,IMD,NA
UEI-IMD-FL-1983-0014,1983-07-15,1983-07-21,7,severe(brahmaputra and its tributaries) ,NA,"Lakhimpur, Nowgong and Sibsagar",Assam,NA,NA,NA,NA,11,NA,NA,NA,11 people died ( 3 in Lakhimpur and 8 in Sibsagar),"(i)6 lakh people affected, thousands of people marooned in Sibsagar district (ii)Heavy lanf erosion occured in Majuli island in Sibsagar dist. where 13 villages completely eroded, rendering 1200 people homeless (iii)Standing crop in hundreds of hectares Submerged (iv)Drilling operations at ONGC at Lakwa oilfields suspended (v)Upper Assam completely cut off from Lower Assam. Train services and vehicular traffic  disrupted. Road link between Sibsagar-Namrup closed.",IMD,NA
UEI-IMD-FL-1983-0015,1983-08-22,1983-08-28,7,severe(barak and its tributaries) ,NA,Cachar.,Assam,NA,NA,NA,NA,1,NA,NA,NA,1 PWD worker died in a boat disaster in Barak river,2 major highways overtopped resulting in disruption of Trafic. National Highway linking Silchar with Agartala and Hailakandi closed for traffic. Traffic also closed fir six other important roads,IMD,NA
UEI-IMD-FL-1983-0016,1983-09-08,1983-09-14,7,severe(brahmaputra and its tributaries) ,NA,Goalpara,Assam,NA,NA,NA,NA,22,NA,NA,NA,22 people died in Dhubri in Lower Assam,"(i)2500 villages covering an area of 4.43 lakh hectare and with a population of 13. 4 lakh people, affected (ii)Standing crops in 58,000 hectare damaged (iii)Tributary Arie of Brahmaputra breached a portion of railway track between Bijnor and Chapra stations disrupting train services on Gauhati-New Bongaigaon section of NE frontier railway (iv)National Highway  between Bijnor and Chapra and Ata  submerged under flood water.",IMD,NA
UEI-IMD-FL-1983-0017,1983-07-01,1983-07-07,7,"severe (mahananda, ganga and kosi)",NA,Katihar,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)12 villages inundated (ii)154 km long protection embankment of Mahananda river in Charamari village and Topra-Chooukia-Paharpur embankment of Ganga, threatened by breaching, posing danger to a population of 14 lakh people (iii)44 embankments at Baharkhal breached.",IMD,NA
UEI-IMD-FL-1983-0018,1983-07-08,1983-07-14,7,"(severe (mahananda, ankan and their tributaries )",NA,Purnea,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)Vast areas in Krishnaganj, Bahadurganj and Dighanbank of Krishnaganj Sub division submerged (ii)Jute crop damaged (iii)Road link the sub divisional town with 5 block HQ was in Danger due to breaches",IMD,NA
UEI-IMD-FL-1983-0019,1983-07-15,1983-07-21,7,severe (bagmati),NA,East Champaran,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)2 dozen villages inundated by flood affecting 20,000 people due to 700 ft wide breach at Devapur village, 45 km from Motihari (ii)500 ft. stretch of a road washed away cutting off Motihari town and its surrounding area from rest of the dist.",IMD,NA
UEI-IMD-FL-1983-0020,1983-07-22,1983-07-28,7,"severe(kosi, kamalabalan and gandak)",NA,(a)Saharsa (b)Darbhanga (c)East Champaran,Bihar,NA,NA,NA,NA,NA,26,NA,NA,26 people drowned when a country boat capsized in mid stream near Dhadha village in Basantpur block,"(i)157 villages of Vironi-Ghanashyampur and Kusheswar-Asthan block having population of 2 lakh affected (ii)Flood water of Gandak burst through its embankment at Piprasi-Pipraghat and Bairya affecting 20,000 people",IMD,NA
UEI-IMD-FL-1983-0021,1983-08-01,1983-08-07,7,severe(ganga and its tributaries),NA,(a)Monghyr,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ganga threatened the Gogri-Narainpur embankment posing a danger to 20 villages,IMD,NA
UEI-IMD-FL-1983-0022,1983-08-01,1983-08-07,7,severe (bagmati),NA,(b)East Champaran,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)7000 meter embankment of river bagmati near Devpur-Balughat approach road at 2 points (ii) 70,000 people in Pathi, Pakridyal and Madhuban block affected.",IMD,NA
UEI-IMD-FL-1983-0023,1983-08-15,1983-08-21,7,severe (ganga),NA,Katihar,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i)Flood waters of Ganga Breached 400 ft stretched of Katakosa-Topra railway embankment (ii)Topra-Tenjnarainpur railway embankment also endangered by flood water (iii)40 ft. wide breach occured at Topra-Chaukia embankment at the starting point.,IMD,NA
UEI-IMD-FL-1983-0024,1983-08-15,1983-08-28,14,"severe (ganga, bagmati and their tributaries)",NA,"Darbhanga, East Champaran, West Champaran,Katihar, Madhubani, Monghyr, Muzaffarpur, Purnea, Saharsa and Santhai Pargana",Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)2.5 million people in 1586 villages affected (ii)Standing crop worth Rs. 4.44 crore ruined (iii)10,000 houses damaged",IMD,NA
UEI-IMD-FL-1983-0025,1983-09-08,1983-09-21,14,"severe (ganga, mahananda and their tributaries)",NA,"Katihar, Monghyr, Saran and Vaishali",Bihar,NA,NA,NA,NA,NA,10,NA,NA,10 people mostly labourers reported missing when boat carrying them capsized in flooded Ganga near Sarda village 10 km away from Monghyr on 18th,"(i)30 villages in Monghyr dist. inundated by flood (ii) 25 villages in Hajipur, Raghopur Diara and Sonpur in Vaishali dist. affected (iii)15 villages in Saran dist affected (iv)600 families rendered homeless due to flood in Mahananda in Katihar dist.",IMD,NA
UEI-IMD-FL-1983-0026,1983-06-20,1983-06-23,4,severe (ujen and ojat),NA,"Saurashtra (Junagadh, Amrelli, Jamnagar, Rajkot and Bhavnanagar)",Gujarat,NA,NA,NA,NA,594,NA,NA,100000,(i) 594 people (including 448 persons from Junagadh dist.) died (ii) 1 lakh cattleheads perished,"(i) The worst ever flood in 50 years time. The msot affected dist. was Junagadh. 1.3 lakh people in Ghed area spreading over 450 sq. km. in 75 villages marooned (ii) 62,000 huts/ houses either damaged or destroyed. 4 lakh people rendered homeless. The losses to residential/non-residential buildings estimated to be Rs. 33.2 lakh. (iii)17,000 hectares agricultural land eroded (iv)All the major roads on critical communication routes, breached. 1400 km road including national/state highways, damaged . 8 km tar road on Junagadh-Veraval route, disappeared. The approach road to the bridge o9n the Uben river washed away. 2 bridges on Junagadh-Jethpur road heacvily damaged . 8 major bridges and 6 minor bridges damaged. The loss estimated is Rs. 6.88 crore (v)Jetalsar-Porbandar section railway line breached at many points (vi)32,000 km transmission line supplying power to 2962 villages snapped, disrupting power supply. (vii) Water level in 27 small and medium dams overflown ",IMD,NA
UEI-IMD-FL-1983-0027,1983-07-19,1983-07-19,1,heavy rains,NA,Junagadh,Gujarat,NA,NA,NA,NA,NA,6,NA,NA,1 6 year old boy and 5 others injured when a three storeyed house collapsed in Danpat area ,NA,IMD,NA
UEI-IMD-FL-1983-0028,1983-09-15,1983-09-21,7,severe(flash flooding in kalva),NA,Junagadh and rajkot,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,(i) Railway line between Junagadh and Vreaval cut off as the track washed away near Raspur 10km from Junagadh (ii) 6 dams overflown (iii)Kalva river flooded Sonrakh and Lol in Rajkot sit.,IMD,NA
UEI-IMD-FL-1983-0029,1983-07-04,1983-07-05,2,heavy rains,NA,Entire state,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)Number of hosues collapsed (ii)Water supply, electricity, telecommunications service disrupted (iii)Vehicular traffic and train traffic delayed or held up.",IMD,NA
UEI-IMD-FL-1983-0030,1983-08-14,1983-08-20,7,severe ( flash flooding in western jamuna canal),NA,(a)Rohtak (b)Sonepat,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)175 of which 27 villages very badly affected (ii)one thjousand houses collapsed and 3000 damaged (iii)Crop worth Rs. 12 crore damaged in 80 villages (iv) Bus stand, Several Govt offices and public buildings submerged in water due to flooding of Western Jamuna Canal (v) 27 km long Jhajjar-Rohtak road submerged . Delhi- Rohtak highway and Delhi-Hissar railway track breached few places causing complete disruption of road and railway traffic (vi) 144 villages maroone dand 44000 hectare land flooded (vii) Property worth Rs, 90 lakh damaged (viii)Stagnated water and resultant insanitation caused epidemic diseases (ix)Panipat-Rohtak highway breached at few places causing complete disruption in vehicular traffic",IMD,NA
UEI-IMD-FL-1983-0031,1983-08-22,1983-08-27,6,severe ( flash flooding in western jamuna canal),NA,"Ambala, Bhiwani, Jind, Rohtak and Sonepat",Haryana,NA,NA,NA,NA,NA,6,NA,NA,6 school girls washed away when a flooded drain breached ,(i)2 million people in 450 villages affected by flood (ii)Crop worth Rs. 20 crore lost (iii)Number of Kutcha houses collapsed (iv)Many highways breached disrupting vehicular traffic,IMD,NA
UEI-IMD-FL-1983-0032,1983-03-19,1983-03-19,1,heavy rains,NA,Solan,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extensive damage caused toi fruit and vegetable crop,IMD,NA
UEI-IMD-FL-1983-0033,1983-09-05,1983-09-10,6,severe(flash flooding),NA,Kangra and Kulu,Himachal Pradesh,NA,NA,NA,NA,2,9,NA,NA,(i) 9 persons washed away in Ghrali nullah in Nurpur sub division of Kangra dist (ii)2 persons killed in Kulu and Manali,(i)A railway bridge near Jasur washed away disrupting rail traffic between Pathankot and Jogindernagat (ii)A petrol pump and some shops in Jasur town washed away (iii)More than 2000 boxes of apple washed away. Total loss estimated to be Rs. 80 lakh (iv)The loss to the soil conservation wing of the state forest dept. estimated to be Rs. 80 lakh (v) Kulu-Manali road damaged at several places ,IMD,NA
UEI-IMD-FL-1983-0034,1983-10-14,1983-10-20,7,heavy rains,NA,Kulu,Himachal Pradesh,NA,NA,NA,NA,4,100,NA,NA,4 perons killed and 100 others missing or stranded in th Rohtang pass area.,The area cut off from the rest of the state and all tyhe vehicular traffic blocked across the pass.,IMD,NA
UEI-IMD-FL-1983-0035,1983-03-21,1983-03-21,1,heavy rains,NA,Rajouri,Jammu and Kashmir,NA,NA,NA,NA,2,3,NA,NA,2 persons killed and 3 others injured in a house collapse in Barooti,NA,IMD,NA
UEI-IMD-FL-1983-0036,1983-10-12,1983-10-16,5,heavy rains,NA,Rajouri,Jammu and Kashmir,NA,NA,NA,NA,3,NA,NA,NA,3 children died in a house collapse in Gajal,(i)300 houses collapsed (ii)Number of wooden slippers washed away from the bank of flooded Chenab river ,IMD,NA
UEI-IMD-FL-1983-0037,1983-07-03,1983-07-03,1,cloud burst,NA,Anantnag,Jammu and Kashmir,NA,NA,NA,NA,2,NA,NA,NA,(i) 1 woman died in a nearby village of Devasar area (ii)Another person died in Lambar in Kulgram area when his hut washed away,NA,IMD,NA
UEI-IMD-FL-1983-0038,1983-08-09,1983-08-09,1,heavy rains,NA,Baramulia,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,15,15 cattle heads perished at Kakapura,24 houses damaged,IMD,NA
UEI-IMD-FL-1983-0039,1983-08-22,1983-10-27,67,heavy rains,NA,Jammu,Jammu and Kashmir,NA,NA,NA,NA,4,1,NA,NA,"(i) 4 women died due to house collapse at Salain, 180 km from Jammu (ii)1 man drowned in flooded Poonch nullah",NA,IMD,NA
UEI-IMD-FL-1983-0040,1983-09-01,1983-09-02,2,heavy rains due to cloud burst,NA,(a)Jammu (b)Poonch (c)Srinagar,Jammu and Kashmir,NA,NA,NA,NA,12,NA,NA,11,"(a) 3 persons died (b) 2 persons died and 11 cattleheads perished at Dara-Dulian, 3 km from Poonch (c) 6 persons died at Athaori near Pahalgam and 1 person died at Damina near Srinagar",(i)2 houses washed away (ii) 1 bridge and a portion of nearby road damaged (iii)1 house washed away,IMD,NA
UEI-IMD-FL-1983-0041,1983-06-15,1983-06-15,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,2 children died in ahouse collapse in JP Nagar,NA,IMD,NA
UEI-IMD-FL-1983-0042,1983-01-22,1983-01-28,7,"severe (krishna, ghatprabha and vedganga)",NA,"Belgaum, Bijapur and Gulbarga",Karnataka,NA,NA,NA,NA,9,1,NA,NA,(i) 9 persons died (ii) A sheperd boy trapped from 28 to 30 June on an island formed by flood waters of Krishna about 1 km from Narainpur dist,"(i) 9 villages marooned and 5 submerged (ii)Hundreds of houses in Sankeswar, Gokak and surrounding villages damaged. extensive damage to property in Hukkeri and Chikodi taluks reported (iii)Standing crops extensively damaged",IMD,NA
UEI-IMD-FL-1983-0043,1983-08-08,1983-08-14,7,moderate(bhima),NA,North Karnataka,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(i)The road link between Bijapur and Gulbarga disrupted (ii)People from Mashal, Manhur and Madiyal shifted to safer places",IMD,NA
UEI-IMD-FL-1983-0044,1983-09-10,1983-09-10,1,heavy rains,NA,Bengaluru,Karnataka,NA,NA,NA,NA,4,NA,NA,NA,4 children died in 3 separate accidents of house collapse in the city ,NA,IMD,NA
UEI-IMD-FL-1983-0045,1983-09-23,1983-09-23,1,heavy rains,NA,Raichur,Karnataka,NA,NA,NA,NA,4,NA,NA,NA, 4 persons died in  a house collapse in Kallur,NA,IMD,NA
UEI-IMD-FL-1983-0046,1983-07-23,1983-07-23,1,heavy rains,NA,Malappuram.,Kerala,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,5 houses completely and 30 partially damaged,IMD,NA
UEI-IMD-FL-1983-0047,1983-08-10,1983-08-17,8,incessant rains,NA,Ernakulam,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paddy crop in 1600 hectares area submerged,IMD,NA
UEI-IMD-FL-1983-0048,1983-11-02,1983-11-02,1,heavy rains,NA,Palghat,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 houses washed away,IMD,NA
UEI-IMD-FL-1983-0049,1983-08-16,1983-08-16,1,moderate (godavari),NA,Bastar,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,More than 100 houses damaged as the flood entered Kumta town,IMD,NA
UEI-IMD-FL-1983-0050,1983-08-17,1983-08-17,1,heavy rains,NA,Balaghat.,Madhya Pradesh,NA,NA,NA,NA,1,NA,NA,NA,One 10 year old girl died and some children seriously injured when the wall of an old house collapsed,NA,IMD,NA
UEI-IMD-FL-1983-0051,1983-08-20,1983-08-20,1,heavy rains,NA,Bhopal,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,Two houses and a wall of a house collapsed in Tila-Jamalpur and Pirgate town,IMD,NA
UEI-IMD-FL-1983-0052,1983-09-05,1983-09-05,1,moderate(berna),NA,Raisen,Madhya Pradesh,NA,NA,NA,NA,28,11,NA,NA,28 persons died and 11 other missing when a private bus swept away in river,NA,IMD,NA
UEI-IMD-FL-1983-0053,1983-09-08,1983-09-08,1,"severe(berna, bina, ghasan and sunar)",NA,Sagar,Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,12,12 cattleheads perished,(i)20 villages submerged (ii)Crops in 700 hectare damaged. The loss estimated Rs. 35 lakh (iii)700 houses collapsed (iv)The loss to PHE Dept estimated to be Rs. 14 lakh while that to PWD to be Rs. 10 lakh. The total loss to public property estimated to be Rs. 3 Crore,IMD,NA
UEI-IMD-FL-1983-0054,1983-09-08,1983-09-09,2,heavy rains,NA,"Bhind, Guna, Gwalior, Chhatarpur. Hoshangabad, Jabalpur and Sagar",Madhya Pradesh,NA,NA,NA,NA,22,NA,NA,NA,22 persons died,(i) 614 houses completely and 864 patially damaged (ii)Govt property worth Rs 83 lakh lost,IMD,NA
UEI-IMD-FL-1983-0055,1983-09-09,1983-09-09,1,moderate (tamus),NA,Rewa,Madhya Pradesh,NA,NA,NA,NA,NA,25,NA,NA,"25 persons drowned when boat carrying them was swept away near Patheharaghat, 65 km from Rewa",NA,IMD,NA
UEI-IMD-FL-1983-0056,1983-09-11,1983-09-11,1,severe (betwa and kunwari),NA,Guna and Morena,Madhya Pradesh,NA,NA,NA,NA,60,NA,NA,NA,"60 persons died when a bus carrying 80- 90 passangers was swept away by flood water in Kunwari river bridge, 80 km from Morena",500 labourers marooned in Guna dist.,IMD,NA
UEI-IMD-FL-1983-0057,1983-09-12,1983-09-12,1,heavy rains,NA,Datia,Madhya Pradesh,NA,NA,NA,NA,3,NA,NA,NA,3 children died and their parents injured in a house collapsed in Khalapura,NA,IMD,NA
UEI-IMD-FL-1983-0058,1983-09-14,1983-09-14,1,heavy rains,NA,(a)Guna (b)Gwalior,Madhya Pradesh,NA,NA,NA,NA,3,NA,NA,NA,3 members of a family died ina house collapse accident,"50 houses collapsed,Estimated loss to be Rs. 2 lakh",IMD,NA
UEI-IMD-FL-1983-0059,1983-06-22,1983-06-28,7,heavy rains,NA,Kohlapur,Maharastra,NA,NA,NA,NA,1,NA,NA,NA,1 person died in house collapse at Kagal,(i)320 houses washed away or collapsed and 2770 damaged (ii)Standing crop worth Rs. 1.2 crore in 5669 hectares damaged,IMD,NA
UEI-IMD-FL-1983-0060,1983-06-24,1983-06-24,1,heavy rains,NA,Mumbai,Maharastra,NA,NA,NA,NA,NA,3,NA,NA,3 persons injured when a compound wall of a house collapsed ,"(i)Commercial life of the city, came to a  standstill, as the flood water submeerged low lying areas and hutment colonies (ii)Vehicular and railway traffic disrupted",IMD,NA
UEI-IMD-FL-1983-0061,1983-06-22,1983-06-28,7,"severe (kalawli, vashishti and shastri)",NA,Konkan,Maharastra,NA,NA,NA,NA,30,NA,NA,163,(i)30 persons died in flood and 12 in landslides (ii)163 cattle perished,"(i)Ratnagiri and Sindhudurg worst affected districts (ii)A large hillock near Sangameshwar town slipped and settled down on the road blocking nearly 5000 sq km area on 27th.(iii)1848 houses damaged, Loss estimated worth Rs. 47.25 lakh (iv) The loss to govt and Semi govt property estimated to worth of Rs, 230 lakh (v) 5000 hectares of agricultural land and 14000 farmers ijn Ratnagiri dist and 10,978 farmers in Sindhudurg dist affected. Loss estimated as Rs. 327 lakh (vi)The low lying areas in Sangameshwar town were under 3 metres of water for two consecutive days (vii)Major and minor landslides reported in 59 villages of Ratnagiri district (viii)30 schools run by Z>P completely destroyed (ix)Electric supply in 101 villages affected (x) 1200 tonnes of rice in Govt godown damaged (xi)Vehicular traffic disruped. Mumbai-Goa national highway blocked to traffic due to landslides",IMD,NA
